1731501340.685746,1
1731501340.769354,1
1731501340.775682,1
1731501340.885975,1
1731501340.894261,1
1731501340.931301,12
1731501341.002675,2
1731501341.010280,0
1731501341.040727,6
1731501341.110191,7
1731501341.116756,7
1731501341.148326,8
1731501341.220063,13
1731501341.232350,14
1731501341.282424,15
1731501341.338980,19
1731501341.366587,20
1731501341.410770,19
1731501341.455691,20
1731501341.478156,19
1731501341.537815,19
1731501341.568672,20
1731501341.584928,20
1731501341.693932,19
1731501341.702219,19
1731501341.723495,19
1731501341.804607,20
1731501341.815973,19
1731501341.862318,19
1731501341.917646,20
1731501341.923971,19
1731501341.974325,19
1731501342.033973,19
1731501342.038674,19
1731501342.082248,19
1731501342.144243,18
1731501342.185982,18
1731501342.195857,19
1731501342.252858,19
1731501342.328955,19
1731501342.334546,17
1731501342.360634,18
1731501342.468433,20
1731501342.486539,19
1731501342.491195,20
1731501342.581401,19
1731501342.595243,19
1731501342.647983,20
1731501342.691586,19
1731501342.727203,20
1731501342.798133,19
1731501342.808157,20
1731501342.834227,17
1731501342.908287,7
1731501342.920504,8
1731501342.961360,12
1731501343.017486,12
1731501343.028375,11
1731501343.075569,6
1731501343.138280,8
1731501343.160467,8
1731501343.181205,10
1731501343.252259,11
1731501343.290898,10
1731501343.304788,10
1731501343.378451,7
1731501343.402439,9
1731501343.410270,8
1731501343.484502,9
1731501343.511841,8
1731501343.518292,9
1731501343.592248,8
1731501343.620582,8
1731501343.627107,8
1731501343.701611,8
1731501343.742651,9
1731501343.740048,9
1731501343.810615,9
1731501343.852326,9
1731501343.873188,8
1731501343.940161,8
1731501343.965669,8
1731501343.981946,8
1731501344.065411,10
1731501344.072406,11
1731501344.088135,9
1731501344.186391,11
1731501344.180826,10
1731501344.205591,9
1731501344.296295,11
1731501344.343831,10
1731501344.352228,9
1731501344.404890,10
1731501344.484198,10
1731501344.498975,10
1731501344.514755,9
1731501344.598185,10
1731501344.603830,11
1731501344.641234,10
1731501344.707977,10
1731501344.718736,11
1731501344.757361,9
1731501344.818160,11
1731501344.831403,10
1731501344.890310,11
1731501344.927849,12
1731501344.961353,10
1731501345.000432,19
1731501345.040122,17
1731501345.110117,19
1731501345.111924,19
1731501345.175299,16
1731501345.217201,16
1731501345.247287,14
1731501345.281008,12
1731501345.335631,13
1731501345.397223,14
1731501345.401823,13
1731501345.444667,14
1731501345.502644,10
1731501345.509350,12
1731501345.556643,11
1731501345.616180,12
1731501345.618405,12
1731501345.685495,11
1731501345.729984,12
1731501345.755093,13
1731501345.794623,10
1731501345.837323,12
1731501345.887840,10
1731501345.910335,10
1731501345.946102,13
1731501346.018419,13
1731501346.035558,13
1731501346.063166,14
1731501346.137109,12
1731501346.152868,12
1731501346.185840,12
1731501346.242634,13
1731501346.262595,12
1731501346.317158,11
1731501346.361154,12
1731501346.367943,12
1731501346.425378,13
1731501346.481994,12
1731501346.497044,12
1731501346.536990,13
1731501346.609803,11
1731501346.649895,13
1731501346.652327,12
1731501346.719026,10
1731501346.793034,12
1731501346.798063,12
1731501346.826293,12
1731501346.898298,11
1731501346.905523,12
1731501346.940946,14
1731501347.010546,12
1731501347.020823,13
1731501347.073727,14
1731501347.118302,13
1731501347.129078,12
1731501347.181405,14
1731501347.269864,13
1731501347.270157,14
1731501347.290782,14
1731501347.400806,13
1731501347.405438,13
1731501347.412678,14
1731501347.509236,13
1731501347.518188,13
1731501347.554703,13
1731501347.622317,14
1731501347.632283,13
1731501347.664422,13
1731501347.740480,13
1731501347.747504,12
1731501347.838881,14
1731501347.858354,13
1731501347.856841,13
1731501347.944652,14
1731501347.980894,14
1731501347.994046,13
1731501348.056435,15
1731501348.090418,15
1731501348.138344,14
1731501348.168545,14
1731501348.198326,14
1731501348.249138,14
1731501348.305586,14
1731501348.314904,14
1731501348.359239,15
1731501348.414190,16
1731501348.436680,14
1731501348.472290,15
1731501348.523957,15
1731501348.542601,14
1731501348.655956,20
1731501348.651895,19
1731501348.668539,20
1731501348.776068,20
1731501348.798087,18
1731501348.812420,18
1731501348.892661,15
1731501348.965014,13
1731501348.987194,15
1731501349.000860,13
1731501349.120809,13
1731501349.131595,13
1731501349.138463,12
1731501349.238165,7
1731501349.260938,4
1731501349.291854,5
1731501349.345501,6
1731501349.369586,5
1731501349.429791,5
1731501349.458669,6
1731501349.481324,4
1731501349.541950,6
1731501349.565874,6
1731501349.606625,6
1731501349.649930,7
1731501349.678537,7
1731501349.736439,9
1731501349.758453,7
1731501349.787043,6
1731501349.873135,7
1731501349.884983,7
1731501349.896182,8
1731501349.978057,8
1731501350.002820,9
1731501350.027647,7
1731501350.089359,6
1731501350.112138,7
1731501350.137839,6
1731501350.196823,6
1731501350.221368,6
1731501350.248093,7
1731501350.320678,5
1731501350.332165,5
1731501350.369598,6
1731501350.428835,6
1731501350.453133,8
1731501350.524451,8
1731501350.543583,8
1731501350.563934,7
1731501350.672768,7
1731501350.636398,7
1731501350.683577,7
1731501350.781180,8
1731501350.826887,7
1731501350.829832,7
1731501350.890353,7
1731501350.934948,7
